Vehicle Year-Model,Coefficient,Ranking
1989.0_BRONCO II,-1.5229723203776848,4574.0
1967.0_RIVIERA,-1.518367751682697,4573.0
2010.0_GOLF,-1.5165268858073098,4572.0
2009.0_JETTA,-1.516024085957953,4571.0
2022.0_TRAILBLAZER,-1.515073260775411,4570.0
2016.0_SENTRA,-1.507007132689948,4569.0
2012.0_SEDONA,-1.5061921218316532,4568.0
2000.0_MALIBU,-1.5050663298127647,4567.0
1997.0_CATERA,-1.503705622803011,4566.0
2007.0_ACADIA,-1.5024180531110176,4565.0
2011.0_ROGUE,-1.4946551444892155,4564.0
2001.0_BRAVADA,-1.4941731536123903,4563.0
1993.0_DAKOTA,-1.4908116950071586,4562.0
2008.0_MOUNTAINEER,-1.4882896549562286,4561.0
1958.0_F100,-1.4872397323752773,4560.0
2015.0_FUSION HYBRID,-1.480784068724661,4559.0
2007.0_300C,-1.4804839688675149,4558.0
2001.0_REGAL,-1.4794969267700289,4557.0
2000.0_VILLAGER,-1.4762324140574916,4556.0
1999.0_ELANTRA,-1.473039749701933,4555.0
2000.0_B-SERIES,-1.4719344093721907,4554.0
1987.0_ACCORD,-1.4710293212080152,4553.0
2000.0_PRIZM,-1.4697275617171246,4552.0
2011.0_7 SERIES,-1.4696113762595466,4551.0
2004.0_S-TYPE,-1.4612773553320877,4550.0
1993.0_VOYAGER,-1.4612379150782564,4549.0
1994.0_PARK AVENUE,-1.4611012656995461,4548.0
2001.0_CLK-CLASS,-1.458633385712082,4547.0
2004.0_VERONA,-1.4560811510168494,4546.0
1996.0_S10,-1.4536397368459457,4545.0
2002.0_QX4,-1.4535511663896576,4544.0
2002.0_ECONOLINE,-1.4520858966767278,4543.0
2004.0_ECLIPSE,-1.4485294305995924,4542.0
1995.0_C2500,-1.4479634499753957,4541.0
1999.0_CUTLASS,-1.444047515106688,4540.0
2003.0_CIVIC,-1.438086050412029,4539.0
1986.0_DEVILLE,-1.436435601602072,4538.0
2018.0_VERSA NOTE,-1.4352525141027321,4537.0
1990.0_ECLIPSE,-1.4333778440574765,4536.0
1993.0_IMPREZA,-1.4320015523527647,4535.0
2014.0_MAZDA6,-1.427573648460013,4534.0
2003.0_GALANT,-1.4264698033615815,4533.0
2005.0_ACCENT,-1.4252680427876008,4532.0
2020.0_SANTA FE,-1.42399407164715,4531.0
2001.0_WINDSTAR,-1.4226329578467793,4530.0
1995.0_AEROSTAR,-1.4210418112860799,4529.0
2007.0_GRAND VITARA,-1.4148453579384772,4528.0
2012.0_1500,-1.41217064354803,4527.0
2008.0_TAHOE,-1.4111448062661616,4526.0
1999.0_XJ8,-1.4103422250655715,4525.0
2007.0_SUBURBAN,-1.4102765140270916,4524.0
1993.0_4RUNNER,-1.4089650262358906,4523.0
1998.0_A4,-1.408597415125342,4522.0
1990.0_LESABRE,-1.4060332015043495,4521.0
2003.0_EXPEDITION,-1.4016514105319768,4520.0
2005.0_YUKON XL,-1.4014891855238676,4519.0
1995.0_ALTIMA,-1.3996152593892073,4518.0
1991.0_MIRAGE,-1.398427825671851,4517.0
1999.0_S SERIES,-1.398427326267422,4516.0
1998.0_PRELUDE,-1.3913319120137073,4515.0
1993.0_ACCLAIM,-1.3907001991833405,4514.0
2006.0_GRAND MARQUIS,-1.388349057458525,4513.0
2012.0_CC,-1.3863105002211016,4512.0
2004.0_CAYENNE,-1.376449330640085,4511.0
2012.0_QUEST,-1.3753578078060074,4510.0
2005.0_3-Sep,-1.3695558774653953,4509.0
1989.0_PATHFINDER,-1.3684651264050383,4508.0
2001.0_V70 XC,-1.3648389728410748,4507.0
2003.0_BRAT,-1.3644506861799537,4506.0
1993.0_STEALTH,-1.3640671282366066,4505.0
2009.0_TIGUAN,-1.3634108166612895,4504.0
2011.0_A4,-1.3629265473263366,4503.0
1992.0_BLAZER,-1.3623220950999122,4502.0
2007.0_FORENZA,-1.3614255212386794,4501.0
1978.0_300,-1.360213812799819,4500.0
2006.0_RL,-1.3585539098360915,4499.0
2016.0_SONATA,-1.357879725267947,4498.0
2005.0_MDX,-1.3559173815466592,4497.0
2013.0_PATRIOT,-1.3543206972902475,4496.0
1993.0_REGAL,-1.3534636946416536,4495.0
2015.0_ROGUE,-1.34625216057646,4494.0
2003.0_OPTIMA,-1.3461138188883692,4493.0
2017.0_FUSION,-1.3440336917677906,4492.0
2013.0_XB,-1.3435159483453452,4491.0
1975.0_C10,-1.3418874437182056,4490.0
1998.0_FRONTIER,-1.340730145264861,4489.0
2003.0_ELANTRA,-1.3396571613849093,4488.0
2006.0_CARAVAN,-1.3381276860914495,4487.0
1979.0_BLAZER,-1.33735322219317,4486.0
2001.0_RAM PICKUP,-1.3372222912705667,4485.0
2010.0_COOPER,-1.3368266768882622,4484.0
2010.0_STS,-1.3343217187148189,4483.0
2001.0_XTERRA,-1.3319719462260446,4482.0
2011.0_TAURUS,-1.326644850228188,4481.0
1989.0_C1500,-1.3261665504214146,4480.0
2005.0_X-TYPE,-1.3239567258618397,4479.0
2009.0_TL,-1.3221180331618143,4478.0
1994.0_EXPLORER,-1.3185969388128105,4477.0
2002.0_QUEST,-1.3138865688839003,4476.0
2003.0_ASTRO,-1.3128798938464945,4475.0
2010.0_CX-7,-1.312455935727219,4474.0
2014.0_FLEX,-1.3121066233170309,4473.0
2008.0_PRIUS,-1.311884098413091,4472.0
1999.0_MUSTANG,-1.3116822217409114,4471.0
2005.0_MATRIX,-1.3102148798540711,4470.0
2005.0_350Z,-1.309794190003886,4469.0
1989.0_AEROSTAR,-1.3093707534348038,4468.0
2013.0_500,-1.308338791764863,4467.0
2000.0_ODYSSEY,-1.3064898116805834,4466.0
1999.0_CHEROKEE,-1.3061185003931222,4465.0
2007.0_MOUNTAINEER,-1.3048242829478374,4464.0
2004.0_FX35,-1.3024803674630085,4463.0
2023.0_SCOOTER,-1.3010438094191923,4462.0
1993.0_CAPRICE CLASSIC,-1.3005289720252247,4461.0
2017.0_TACOMA,-1.2990256162753522,4460.0
1997.0_VOYAGER,-1.2985124325722615,4459.0
1979.0_COUPE DEVILLE,-1.2977243195193695,4458.0
2008.0_ALTIMA,-1.295520820449544,4457.0
1988.0_B-SERIES,-1.294519133046751,4456.0
2011.0_FIESTA,-1.2920838028542339,4455.0
2005.0_TUCSON,-1.288832770183653,4454.0
2015.0_DART,-1.2836544496193658,4453.0
2012.0_TRAVERSE,-1.2833463521171204,4452.0
1992.0_FESTIVA,-1.2810450812010543,4451.0
2008.0_ENTOURAGE,-1.2794735363359464,4450.0
2008.0_RIO,-1.2787221851590038,4449.0
1998.0_JIMMY OR ENVOY,-1.277283692178948,4448.0
1987.0_DIPLOMAT,-1.2755108896071619,4447.0
2008.0_AVENGER,-1.2747772101227381,4446.0
2002.0_5 SERIES,-1.2746277819099239,4445.0
2011.0_CIVIC,-1.2711451306262334,4444.0
2006.0_ESCAPE,-1.267202715921152,4443.0
2004.0_B-SERIES,-1.2616899127728753,4442.0
1991.0_CORVETTE,-1.2615876828428887,4441.0
1994.0_CAMRY,-1.2612792381009805,4440.0
2015.0_MALIBU,-1.2565603937019125,4439.0
1992.0_CAPRICE,-1.2561278436619263,4438.0
2006.0_MAZDASPEED6,-1.2560537361845265,4437.0
2006.0_MALIBU,-1.2553266516361214,4436.0
2006.0_CAMRY SOLARA,-1.2539694682578164,4435.0
1982.0_300,-1.2533188336627878,4434.0
1993.0_NINETY EIGHT,-1.2532307525277337,4433.0
2005.0_TRAILBLAZER EXT,-1.2521225119682626,4432.0
2008.0_LACROSSE,-1.2517746500396532,4431.0
2000.0_GOLF CART,-1.2492793742960007,4430.0
2002.0_S-10 BLAZER,-1.2490441774832852,4429.0
1990.0_SAFARI,-1.2489126036363285,4428.0
1991.0_LOYALE,-1.2442435466704862,4427.0
1986.0_XJ6,-1.2422768951693197,4426.0
2000.0_V70,-1.241503381290378,4425.0
2012.0_FIT,-1.2414130979407398,4424.0
1999.0_ES 300,-1.2404805869019389,4423.0
2015.0_IMPREZA,-1.2382273470119247,4422.0
2008.0_ENDEAVOR,-1.237835844087535,4421.0
2008.0_3 SERIES,-1.235861549319915,4420.0
1998.0_RIVIERA,-1.2338174266603787,4419.0
2008.0_GRAND MARQUIS,-1.2326836632876925,4418.0
2002.0_DURANGO,-1.2306725666492828,4417.0
2005.0_TERRAZA,-1.2280337785686877,4416.0
1994.0_RAM VAN,-1.2279114290908397,4415.0
2012.0_GRAND CHEROKEE,-1.2262037061892144,4414.0
1999.0_VITARA,-1.2251466480737532,4413.0
2003.0_SUBURBAN,-1.2248708370448511,4412.0
2007.0_XL-7,-1.224288704627183,4411.0
2004.0_RAINIER,-1.221115330579257,4410.0
2015.0_LANCER,-1.217863986191502,4409.0
1998.0_PASSPORT,-1.2173583970137016,4408.0
1994.0_ES 300,-1.2160992626704756,4407.0
2018.0_CAMRY,-1.213285632094276,4406.0
2016.0_PATRIOT,-1.2104351812985488,4405.0
2002.0_SENTRA,-1.210086012408784,4404.0
2011.0_SIENNA,-1.2099632850603073,4403.0
1991.0_CAPRICE CLASSIC,-1.2099098631759222,4402.0
2015.0_XTS,-1.208907035096297,4401.0
1989.0_K1500,-1.2078183275003391,4400.0
1998.0_4RUNNER,-1.2063031951501992,4399.0
1995.0_5 SERIES,-1.2061626561372714,4398.0
2005.0_ESCALADE,-1.2042416452567768,4397.0
2000.0_TROOPER,-1.200502846963837,4396.0
1997.0_7 SERIES,-1.1980392751302298,4395.0
2011.0_CUBE,-1.1964181398833966,4394.0
1998.0_RAM 1500,-1.1951711361071145,4393.0
2013.0_ACCORD,-1.195093052301825,4392.0
1989.0_F-150,-1.1850303819537038,4391.0
2000.0_XTERRA,-1.1841068579190184,4390.0
1993.0_RAM VAN,-1.1830338278782793,4389.0
1998.0_TRANS SPORT,-1.1827678055038493,4388.0
2019.0_GRAND CARAVAN,-1.1793106142227208,4387.0
2004.0_NAVIGATOR,-1.1789859901533688,4386.0
2008.0_SPECTRA5,-1.1750647765511817,4385.0
1994.0_GRAND PRIX,-1.1743992902384668,4384.0
1997.0_CR-V,-1.1713793053352872,4383.0
2001.0_DIAMANTE,-1.1709700856808123,4382.0
1996.0_FLEETWOOD,-1.169851399347595,4381.0
2018.0_TUCSON,-1.1692421909062816,4380.0
2004.0_FOCUS,-1.1647463717344333,4379.0
2001.0_LS 430,-1.159692787613044,4378.0
2000.0_3 SERIES,-1.1561541872294885,4377.0
2015.0_CRUZE,-1.1551292203615897,4376.0
2010.0_YUKON XL,-1.1534498852510477,4375.0
1987.0_G2500 VANDURA,-1.1527841311568603,4374.0
2004.0_EXPLORER SPORT TRAC,-1.151046920191535,4373.0
2006.0_TOWN & COUNTRY,-1.1499994137639493,4372.0
1998.0_TRACER,-1.1491325398459769,4371.0
1985.0_TERCEL,-1.1487261788115415,4370.0
2018.0_CAMARO,-1.1473440181695074,4369.0
2010.0_7 SERIES,-1.146582195653698,4368.0
2004.0_SEVILLE,-1.1460153065467142,4367.0
1998.0_B-SERIES,-1.143891222956562,4366.0
1995.0_PASSPORT,-1.14049134359472,4365.0
2006.0_350Z,-1.1387316506870544,4364.0
2006.0_F-150,-1.1377501490503013,4363.0
2015.0_MONSTER 696,-1.1359878219266943,4362.0
1979.0_262,-1.130513869915597,4361.0
2005.0_SABLE,-1.1282198365166773,4360.0
2012.0_ALTIMA,-1.1272839622622484,4359.0
2013.0_EQUINOX,-1.1272319939938213,4358.0
2002.0_SIENNA,-1.1266670029456607,4357.0
1993.0_MAXIMA,-1.1256713034425896,4356.0
1994.0_3000GT,-1.1256331063472567,4355.0
2003.0_XG350,-1.1226552775685201,4354.0
2010.0_ELEMENT,-1.119011842646094,4353.0
2007.0_M35,-1.118581262311075,4352.0
2003.0_VENTURE,-1.1102615960385729,4351.0
1997.0_BLAZER,-1.109276268391536,4350.0
2001.0_MDX,-1.1059139555742272,4349.0
2012.0_PRIUS,-1.103979612413362,4348.0
1996.0_CLUB WAGON,-1.1022730723328051,4347.0
1998.0_SEBRING,-1.101549505696215,4346.0
2005.0_ESCALADE ESV,-1.0976880212998879,4345.0
2006.0_COROLLA,-1.0938368798085794,4344.0
1998.0_ESTEEM,-1.0885833084261818,4343.0
2009.0_GENESIS,-1.0876010442668034,4342.0
2007.0_EXPEDITION EL,-1.0847387992183923,4341.0
1991.0_PARK AVENUE,-1.0842017600755067,4340.0
2010.0_RIO,-1.0828415863563172,4339.0
2002.0_TRAILBLAZER,-1.078378633941814,4338.0
2014.0_300,-1.0710363797005893,4337.0
2002.0_SC 430,-1.0708697176075954,4336.0
1996.0_WINDSTAR,-1.0692219440541437,4335.0
1995.0_LESABRE,-1.0658236236628524,4334.0
2005.0_RX-8,-1.0656751876063786,4333.0
2010.0_SENTRA,-1.0633555788019928,4332.0
2006.0_CAMRY,-1.0630842538435834,4331.0
1985.0_D150 PICKUP,-1.06105879290723,4330.0
2019.0_SENTRA,-1.0607740300902828,4329.0
2004.0_NEW BEETLE,-1.0607419528315252,4328.0
2004.0_GRAND MARQUIS,-1.0574261195015977,4327.0
2005.0_XC90,-1.0561879262864085,4326.0
2006.0_LANCER,-1.0519612884474996,4325.0
1995.0_TAHOE,-1.0513581916928285,4324.0
2007.0_EQUINOX,-1.0481982061190842,4323.0
1997.0_TAHOE,-1.0481738930038602,4322.0
2008.0_TR UTILITY,-1.0472622282445332,4321.0
2012.0_MUSTANG,-1.046740545994226,4320.0
1996.0_ES 300,-1.0465082688163603,4319.0
2011.0_SILVERADO,-1.0455994851943162,4318.0
2011.0_CT 200H,-1.0455364814179795,4317.0
1984.0_BRONCO II,-1.0430127726339786,4316.0
2016.0_SONIC,-1.0425224061886782,4315.0
2002.0_S-CLASS,-1.041461766708861,4314.0
2010.0_ESCAPE HYBRID,-1.0387211785534867,4313.0
1998.0_GS 400,-1.0383967430070575,4312.0
1999.0_STRATUS,-1.0378684520120898,4311.0
2005.0_TUNDRA,-1.0351333451600986,4310.0
2004.0_ACCENT,-1.0318600245409426,4309.0
2010.0_3-Sep,-1.0317222230593908,4308.0
2004.0_FREESTAR,-1.028113659660552,4307.0
2006.0_TAHOE,-1.0243975956028262,4306.0
1995.0_S-CLASS,-1.0238421841287333,4305.0
1987.0_DAKOTA,-1.0233989310817475,4304.0
1993.0_F-250,-1.0211635693827426,4303.0
2001.0_VILLAGER,-1.0183355529351847,4302.0
2003.0_3-Sep,-1.016375383954934,4301.0
1981.0_280ZX,-1.0075927235983926,4300.0
1998.0_BONNEVILLE,-1.0047393628529957,4299.0
1998.0_EXPEDITION,-1.0042500830171806,4298.0
1989.0_SENTRA,-1.003001841015791,4297.0
2004.0_RSX,-1.000822178194176,4296.0
2012.0_200,-0.999622481272336,4295.0
2005.0_GS 300,-0.9981945239741042,4294.0
2007.0_ACCORD,-0.9980065376587824,4293.0
2003.0_COOPER,-0.9975608332775823,4292.0
1987.0_ELDORADO,-0.9952338869028395,4291.0
1997.0_WRANGLER,-0.9936622727050485,4290.0
2013.0_A4,-0.9909199540970058,4289.0
1996.0_RODEO,-0.9905983092628975,4288.0
2005.0_X5,-0.9903806347265784,4287.0
2014.0_C-MAX HYBRID,-0.9895222422580657,4286.0
1992.0_TROOPER,-0.9887966773960031,4285.0
2015.0_ESCAPE,-0.985950950906098,4284.0
2001.0_SAVANA,-0.985605624175789,4283.0
1988.0_PATHFINDER,-0.9848415657140699,4282.0
2002.0_GRAND VITARA,-0.9844723165583207,4281.0
1985.0_CENTURY,-0.98102723581965,4280.0
2017.0_3 SERIES,-0.9806389359395777,4279.0
1998.0_MYSTIQUE,-0.9798646486197814,4278.0
1999.0_BLAZER,-0.9793624959388915,4277.0
2004.0_SIERRA,-0.9776716276477223,4276.0
2004.0_ESCALADE,-0.9766815616368262,4275.0
2003.0_SORENTO,-0.9751702051665311,4274.0
1975.0_SABLE,-0.9731397378491914,4273.0
1990.0_ELDORADO,-0.9698610705285114,4272.0
2012.0_6 SERIES,-0.9683743831791227,4271.0
2006.0_UPLANDER,-0.9679399391336898,4270.0
1989.0_DAKOTA,-0.967387759734141,4269.0
1976.0_VAN,-0.9672527261160074,4268.0
2016.0_LANCER,-0.9663842919959926,4267.0
2016.0_CRUZE LIMITED,-0.9645760539148629,4266.0
2003.0_FREELANDER,-0.9643725868402214,4265.0
2012.0_SOUL,-0.9639741470223693,4264.0
1994.0_SIERRA,-0.963229756090057,4263.0
1993.0_600,-0.9590278986931831,4262.0
2005.0_PATHFINDER,-0.9588407968243096,4261.0
2002.0_EXPRESS,-0.9582009315367694,4260.0
2007.0_RAV4,-0.9556936842412654,4259.0
2011.0_JOURNEY,-0.9546027123063503,4258.0
2016.0_VELOSTER,-0.9536850380213534,4257.0
2015.0_GRAND CHEROKEE,-0.9530745408636548,4256.0
2004.0_INTREPID,-0.9453094719481248,4255.0
2013.0_VERANO,-0.9450458142623936,4254.0
2008.0_LUCERNE,-0.9436738261008398,4253.0
2012.0_XF,-0.940451114593914,4252.0
2009.0_FLEX,-0.938553702206518,4251.0
2013.0_YUKON,-0.9382365537077862,4250.0
2015.0_SENTRA,-0.9369379376548902,4249.0
1993.0_ASTRO,-0.9368650021513233,4248.0
1990.0_TC BY MASERATI,-0.9356208676650655,4247.0
1982.0_FZ07,-0.9352812138347695,4246.0
2012.0_FUSION HYBRID,-0.9349804206930824,4245.0
2022.0_ROGUE,-0.9348728065358951,4244.0
2009.0_A6,-0.9337182445417753,4243.0
1992.0_MIGHTY MAX,-0.9309412740936268,4242.0
2004.0_3 SERIES,-0.9266855644938977,4241.0
2003.0_CAMRY SOLARA,-0.9255115600139194,4240.0
2014.0_COMPASS,-0.9223433480535999,4239.0
2003.0_SABLE,-0.9214932055839542,4238.0
2008.0_M-CLASS,-0.9178735507354793,4237.0
2001.0_INTRIGUE,-0.917373721898493,4236.0
2007.0_A6,-0.9166660992280263,4235.0
1995.0_TERCEL,-0.9164404217969204,4234.0
2009.0_TRAILBLAZER,-0.915806293982175,4233.0
2004.0_S-CLASS,-0.9156311277786044,4232.0
2005.0_RENDEZVOUS,-0.9148657073198194,4231.0
1996.0_S SERIES,-0.9127111622907138,4230.0
2001.0_S60,-0.9107363507127306,4229.0
2016.0_IMPALA LIMITED,-0.9093427317598742,4228.0
2000.0_ESCALADE,-0.9089531456380673,4227.0
2000.0_GRAND MARQUIS,-0.9081837371530632,4226.0
2007.0_SORENTO,-0.9043247664336429,4225.0
2001.0_V70,-0.9005981351551561,4224.0
2002.0_IMPREZA,-0.8990859022456742,4223.0
2009.0_LANCER,-0.898244288603605,4222.0
2010.0_COMPASS,-0.8966486958011346,4221.0
2007.0_AURA,-0.8961450615167252,4220.0
2015.0_XF,-0.8952292435046382,4219.0
2015.0_RENEGADE,-0.8924477257986603,4218.0
1993.0_MONTERO,-0.8907121865739607,4217.0
1986.0_300ZX,-0.8893476861428435,4216.0
2004.0_PATHFINDER,-0.8881008664055814,4215.0
2008.0_LIBERTY,-0.8878706694214626,4214.0
1999.0_5 SERIES,-0.8806749700372231,4213.0
1997.0_TRANS SPORT,-0.879495429295837,4212.0
2005.0_VENTURE,-0.8762002981221442,4211.0
2010.0_CTS,-0.8760964733740126,4210.0
1982.0_S10 BLAZER,-0.8714966285216291,4209.0
2007.0_MAZDA6,-0.8713643778723856,4208.0
2002.0_CLK-CLASS,-0.8702763489007451,4207.0
2009.0_FIT,-0.869754621330542,4206.0
2004.0_TIBURON,-0.869334021023001,4205.0
2011.0_MUSTANG,-0.8684331668677587,4204.0
1992.0_TOWN CAR,-0.8665612491690806,4203.0
2009.0_M35,-0.8649716485792805,4202.0
1996.0_TAHOE,-0.8603217836612759,4201.0
1980.0_DEVILLE,-0.8594953191408745,4200.0
2001.0_LANOS,-0.8571013551285348,4199.0
2021.0_SILVERADO,-0.8556163231154822,4198.0
2008.0_UPLANDER,-0.8552293323596728,4197.0
2008.0_G35,-0.8545387312685333,4196.0
1997.0_ACCORD,-0.8538432883834446,4195.0
1966.0_ZEPHYR,-0.8481387400936825,4194.0
1998.0_ECLIPSE,-0.846798057825149,4193.0
2010.0_ACCORD CROSSTOUR,-0.8462914272882723,4192.0
1982.0_RAM VAN,-0.8453864078803011,4191.0
2009.0_NITRO,-0.8442872944504721,4190.0
2022.0_SCOOTER,-0.8434009988932392,4189.0
2001.0_B-SERIES,-0.841613736671031,4188.0
1993.0_XJ6,-0.8394990604457471,4187.0
2008.0_ECLIPSE SPYDER,-0.8348462979335008,4186.0
1989.0_SIDEKICK,-0.8307827757421499,4185.0
1982.0_CAPRICE,-0.8279536405684732,4184.0
1992.0_CELICA,-0.8277666169255956,4183.0
1998.0_PICKUP,-0.8263069266570009,4182.0
2012.0_Z4,-0.8260415392644659,4181.0
2011.0_MKZ,-0.8257390170523063,4180.0
1986.0_200SX,-0.823088898056106,4179.0
1993.0_3000GT,-0.8202756943221561,4178.0
2001.0_XJ8,-0.8181624819559126,4177.0
1988.0_TROOPER II,-0.8169054881369592,4176.0
2012.0_PASSAT,-0.8153600696364729,4175.0
1998.0_F-150,-0.8133181869713809,4174.0
2004.0_X-TYPE,-0.8105961715614376,4173.0
2008.0_MAXIMA,-0.8105050606573798,4172.0
2013.0_SORENTO,-0.8075884129087558,4171.0
2006.0_LR3,-0.8069693551853155,4170.0
2004.0_XTERRA,-0.8055598332438829,4169.0
1994.0_VILLAGER,-0.801850791237176,4168.0
1993.0_3 SERIES,-0.8017334904296238,4167.0
2017.0_SONATA,-0.8011893801671568,4166.0
2006.0_C-CLASS,-0.7994214374614353,4165.0
2006.0_ARMADA,-0.7987409019758546,4164.0
2012.0_CX-9,-0.7978448193618036,4163.0
2008.0_COLORADO,-0.7977651855724583,4162.0
2003.0_PROTEGE,-0.7969743832619987,4161.0
1997.0_CUTLASS SUPREME,-0.7921541094914241,4160.0
2008.0_OUTLANDER,-0.7894520688845146,4159.0
1995.0_ACCORD,-0.786002592690885,4158.0
1995.0_STEP VAN,-0.7857516087416065,4157.0
2004.0_SONATA,-0.7837263575370362,4156.0
2011.0_DTS,-0.7834804805591685,4155.0
1985.0_DEVILLE,-0.7827181039624636,4154.0
2006.0_PATHFINDER,-0.782619100642944,4153.0
2003.0_AVIATOR,-0.7825829485420585,4152.0
2003.0_SILVERADO,-0.7814793858726871,4151.0
2007.0_350Z,-0.7808643072837189,4150.0
2005.0_ECONOLINE,-0.7792788312020348,4149.0
2008.0_ACCENT,-0.7784207741993199,4148.0
1999.0_MALIBU,-0.7769390076941336,4147.0
1999.0_NAVIGATOR,-0.7764935690881501,4146.0
1967.0_F-150,-0.7748332494725402,4145.0
2002.0_XK8,-0.7722671358660879,4144.0
2017.0_ESCAPE,-0.7711846376251107,4143.0
2004.0_YUKON XL,-0.7709669881466246,4142.0
1996.0_CARAVAN,-0.7688771537581467,4141.0
1993.0_INTEGRA,-0.7678708977268521,4140.0
1979.0_CONTINENTAL,-0.765586767512821,4139.0
2013.0_JETTA,-0.7632613852501987,4138.0
1992.0_METRO,-0.7628361315159312,4137.0
1992.0_C2500,-0.7627638163813877,4136.0
2014.0_ROGUE,-0.762748507399147,4135.0
1989.0_FIREBIRD,-0.7615223921871678,4134.0
1969.0_RIVIERA,-0.7614593368515561,4133.0
2002.0_TUNDRA,-0.7602415599814584,4132.0
2008.0_COROLLA,-0.7588278874403346,4131.0
2002.0_X-TYPE,-0.758282850443481,4130.0
2004.0_HATCHBACK,-0.7581873811925566,4129.0
1999.0_COROLLA,-0.7568680703752193,4128.0
1992.0_MARK VII,-0.7562874837199802,4127.0
2012.0_ACADIA,-0.7546449732013838,4126.0
2012.0_OPTIMA,-0.7544286785062502,4125.0
1993.0_PRELUDE,-0.7513028994443611,4124.0
1999.0_E-CLASS,-0.7490227072830674,4123.0
2002.0_ACCENT,-0.7473419598008011,4122.0
1996.0_CULASS CIERA,-0.7468250820035561,4121.0
2001.0_DURANGO,-0.7468134497120307,4120.0
1986.0_FIREBIRD,-0.746456290387751,4119.0
1998.0_SLX,-0.7456342493494268,4118.0
2011.0_Q5,-0.7429734995226797,4117.0
2012.0_VERANO,-0.7426033480098015,4116.0
1986.0_W250 PICKUP,-0.7386462436347201,4115.0
2008.0_E-CLASS,-0.7382125654615918,4114.0
2011.0_LR4,-0.7351923044830931,4113.0
1998.0_CL,-0.7339920212940046,4112.0
2013.0_JOURNEY,-0.7277758361977279,4111.0
2001.0_ALLROAD,-0.7273773219686315,4110.0
2019.0_OPTIMA,-0.7262806113321105,4109.0
2004.0_ARMADA,-0.7252985459513008,4108.0
1994.0_C3500,-0.7240268061604802,4107.0
2007.0_IS 250,-0.7239036121334536,4106.0
1987.0_MUSTANG,-0.7199727349277975,4105.0
2019.0_TUCSON,-0.7199724400769779,4104.0
2013.0_MUSTANG,-0.7175953424393459,4103.0
1965.0_F100 TRUCK,-0.7160934696126439,4102.0
2000.0_FOCUS,-0.7156675936539059,4101.0
1990.0_DYNASTY,-0.7096187519396309,4100.0
1964.0_VAN,-0.7080697434292418,4099.0
1994.0_ACCORD,-0.7078437375544023,4098.0
2003.0_AZTEK,-0.706706552584998,4097.0
1994.0_LHS,-0.7061699077647718,4096.0
2002.0_FIREBIRD,-0.7040026010388524,4095.0
2008.0_QX56,-0.7038858703076033,4094.0
1987.0_S10,-0.7029302241666444,4093.0
2002.0_STRATUS,-0.6962431657929963,4092.0
1994.0_EXCEL,-0.6936876476767856,4091.0
2009.0_VIBE,-0.6932875618680241,4090.0
1986.0_D150 PICKUP,-0.6924418193440993,4089.0
2018.0_MOTORCYCLE,-0.6915187459411422,4088.0
2013.0_ELANTRA,-0.6908297676015092,4087.0
2002.0_SIERRA,-0.6905877788122889,4086.0
2004.0_SEDONA,-0.6876606993265225,4085.0
1994.0_DAKOTA,-0.6848501895848175,4084.0
2014.0_PATRIOT,-0.6838724351593208,4083.0
2015.0_VERSA NOTE,-0.6836597606277752,4082.0
2004.0_PARK AVENUE,-0.6828804714883682,4081.0
2007.0_MAGNUM,-0.6813670215543172,4080.0
1995.0_RANGE ROVER,-0.6791922635106937,4079.0
2007.0_300,-0.6765636253324003,4078.0
1992.0_LS 400,-0.6746816964821777,4077.0
2020.0_SCOOTER,-0.6738052146192509,4076.0
1993.0_CAMRY,-0.670945958217841,4075.0
1996.0_CAVALIER,-0.6699991986591753,4074.0
2003.0_A6,-0.6691416139844938,4073.0
2002.0_SPECTRA,-0.6675594353464783,4072.0
2005.0_TAURUS,-0.6651004604165444,4071.0
1997.0_RAV4,-0.6617062584810007,4070.0
2017.0_FLEX,-0.6610443398604482,4069.0
1972.0_RANGER,-0.6598341848766436,4068.0
2002.0_TRAILBLAZER EXT,-0.6597640379246668,4067.0
2001.0_TAURUS,-0.6592274366540307,4066.0
2001.0_GALANT,-0.6564562088040722,4065.0
2013.0_PASSAT,-0.6550446461638149,4064.0
2012.0_370Z,-0.6543601559489935,4063.0
2004.0_TACOMA,-0.6512489326531988,4062.0
2006.0_AERIO,-0.6510853764696087,4061.0
1996.0_SIDEKICK,-0.6502750899501921,4060.0
2006.0_ASCENDER,-0.6502436155510137,4059.0
2019.0_KICKS,-0.6496431810318631,4058.0
1983.0_300,-0.6494655157658844,4057.0
2005.0_RAINIER,-0.6471369668466695,4056.0
2013.0_COROLLA,-0.6457649126832755,4055.0
2005.0_SEQUOIA,-0.6451189963027305,4054.0
1994.0_PRIZM,-0.6445774483859978,4053.0
1993.0_CORVETTE,-0.6444018901506395,4052.0
1993.0_THUNDERBIRD,-0.643516973497633,4051.0
2003.0_RL,-0.6434495489016722,4050.0
1995.0_QUEST,-0.642696940002034,4049.0
1994.0_TRANS SPORT,-0.639595979257174,4048.0
2001.0_COROLLA,-0.6382091860080229,4047.0
2005.0_CARAVAN,-0.6379846407889659,4046.0
2003.0_ION,-0.6363111647692495,4045.0
2010.0_GRAND MARQUIS,-0.6361227892427196,4044.0
